Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on Au,Au_NP on Au,Au_NP on Au,Au_NP on Au
laser power 0.05 mW,laser power 0.1 mW,laser power 0.15mW,laser power 0.2mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.20 mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.2mW
1518.875, 1516.1818, 1518.7064, 1518.3456, 1519.5615, 1521.4829, 1521.0623, 1521.0623, 1519.4528, 1519.0031, 1519.3744, 1517.9929
1520.6818, 1517.9869, 1520.5122, 1520.1576, 1521.3589, 1523.272, 1522.8623, 1522.8623, 1521.2626, 1520.8081, 1521.1703, 1519.7952
1522.488, 1519.7916, 1522.3176, 1521.9692, 1523.1558, 1525.0604, 1524.6617, 1524.6617, 1523.072, 1522.6128, 1522.9656, 1521.5969
1524.2939, 1521.5959, 1524.1226, 1523.7803, 1524.952, 1526.8483, 1526.4607, 1526.4607, 1524.8809, 1524.4169, 1524.7604, 1523.3981
1526.0992, 1523.3997, 1525.9269, 1525.5909, 1526.7477, 1528.6356, 1528.259, 1528.259, 1526.6893, 1526.2206, 1526.5547, 1525.1989
1527.9042, 1525.203, 1527.7308, 1527.4012, 1528.5428, 1530.4222, 1530.0569, 1530.0569, 1528.4973, 1528.0237, 1528.3484, 1526.9991
1529.7085, 1527.0057, 1529.5343, 1529.2109, 1530.3374, 1532.2084, 1531.8541, 1531.8541, 1530.3048, 1529.8264, 1530.1416, 1528.7988
1531.5125, 1528.8081, 1531.3373, 1531.0203, 1532.1315, 1533.9938, 1533.6508, 1533.6508, 1532.1118, 1531.6285, 1531.9343, 1530.5981
1533.3158, 1530.6099, 1533.1398, 1532.8291, 1533.9249, 1535.7787, 1535.4469, 1535.4469, 1533.9183, 1533.4302, 1533.7264, 1532.397
1535.1187, 1532.4113, 1534.9417, 1534.6375, 1535.7179, 1537.563, 1537.2426, 1537.2426, 1535.7245, 1535.2314, 1535.5181, 1534.1952
1536.9211, 1534.212, 1536.7432, 1536.4454, 1537.5103, 1539.3467, 1539.0376, 1539.0376, 1537.53, 1537.0321, 1537.3092, 1535.993
1538.723, 1536.0125, 1538.5442, 1538.2529, 1539.3021, 1541.1299, 1540.832, 1540.832, 1539.3351, 1538.8324, 1539.0999, 1537.7903
1540.5244, 1537.8123, 1540.3447, 1540.0599, 1541.0934, 1542.9124, 1542.626, 1542.626, 1541.1398, 1540.6321, 1540.8899, 1539.5872
1542.3254, 1539.6117, 1542.1448, 1541.8666, 1542.8842, 1544.6943, 1544.4193, 1544.4193, 1542.944, 1542.4314, 1542.6794, 1541.3834
1544.1259, 1541.4105, 1543.9443, 1543.6727, 1544.6742, 1546.4756, 1546.2122, 1546.2122, 1544.7477, 1544.2301, 1544.4684, 1543.1792
1545.9258, 1543.209, 1545.7435, 1545.4784, 1546.4639, 1548.2563, 1548.0044, 1548.0044, 1546.5509, 1546.0284, 1546.2568, 1544.9746
1547.7252, 1545.0068, 1547.5421, 1547.2836, 1548.2529, 1550.0365, 1549.7961, 1549.7961, 1548.3536, 1547.8262, 1548.0448, 1546.7694
1549.5243, 1546.8043, 1549.3402, 1549.0884, 1550.0414, 1551.816, 1551.5873, 1551.5873, 1550.1559, 1549.6234, 1549.8323, 1548.5637
1551.3228, 1548.6012, 1551.1378, 1550.8927, 1551.8293, 1553.595, 1553.3778, 1553.3778, 1551.9576, 1551.4203, 1551.6191, 1550.3577
1553.1207, 1550.3977, 1552.9349, 1552.6965, 1553.6167, 1555.3734, 1555.168, 1555.168, 1553.759, 1553.2166, 1553.4055, 1552.151
1554.9182, 1552.1937, 1554.7317, 1554.4999, 1555.4036, 1557.1511, 1556.9574, 1556.9574, 1555.5598, 1555.0125, 1555.1914, 1553.9438
1556.7153, 1553.9891, 1556.5278, 1556.3029, 1557.1898, 1558.9283, 1558.7463, 1558.7463, 1557.3602, 1556.8077, 1556.9767, 1555.7362
1558.5118, 1555.7842, 1558.3235, 1558.1053, 1558.9755, 1560.705, 1560.5347, 1560.5347, 1559.1602, 1558.6027, 1558.7615, 1557.5281
1560.3079, 1557.5786, 1560.1188, 1559.9075, 1560.7606, 1562.481, 1562.3225, 1562.3225, 1560.9596, 1560.397, 1560.5458, 1559.3195
1562.1034, 1559.3727, 1561.9135, 1561.709, 1562.5453, 1564.2563, 1564.1099, 1564.1099, 1562.7585, 1562.1908, 1562.3295, 1561.1105
1563.8984, 1561.1661, 1563.7076, 1563.5101, 1564.3292, 1566.0311, 1565.8965, 1565.8965, 1564.557, 1563.9843, 1564.1128, 1562.9009
1565.6931, 1562.9592, 1565.5015, 1565.3109, 1566.1128, 1567.8053, 1567.6827, 1567.6827, 1566.355, 1565.7771, 1565.8954, 1564.6908
1567.4872, 1564.7517, 1567.2947, 1567.1111, 1567.8956, 1569.579, 1569.4683, 1569.4683, 1568.1525, 1567.5696, 1567.6776, 1566.4802
1569.2808, 1566.5438, 1569.0875, 1568.9109, 1569.6781, 1571.3519, 1571.2533, 1571.2533, 1569.9496, 1569.3615, 1569.4592, 1568.269
1571.0739, 1568.3353, 1570.8799, 1570.7102, 1571.4598, 1573.1244, 1573.0378, 1573.0378, 1571.7461, 1571.1528, 1571.2404, 1570.0575
1572.8665, 1570.1265, 1572.6716, 1572.509, 1573.2411, 1574.8962, 1574.8218, 1574.8218, 1573.5422, 1572.9438, 1573.0209, 1571.8455
1574.6586, 1571.9171, 1574.463, 1574.3075, 1575.0219, 1576.6675, 1576.6052, 1576.6052, 1575.3379, 1574.7343, 1574.8009, 1573.6329
1576.4502, 1573.7072, 1576.2539, 1576.1055, 1576.802, 1578.4381, 1578.3881, 1578.3881, 1577.1331, 1576.5242, 1576.5804, 1575.4199
1578.2413, 1575.4968, 1578.0442, 1577.903, 1578.5815, 1580.2081, 1580.1703, 1580.1703, 1578.9277, 1578.3137, 1578.3595, 1577.2064
1580.032, 1577.2859, 1579.8341, 1579.7001, 1580.3606, 1581.9777, 1581.952, 1581.952, 1580.7219, 1580.1027, 1580.1379, 1578.9923
1581.8221, 1579.0746, 1581.6235, 1581.4966, 1582.1392, 1583.7465, 1583.7332, 1583.7332, 1582.5156, 1581.8911, 1581.9159, 1580.7778
1583.6118, 1580.8627, 1583.4125, 1583.2928, 1583.917, 1585.5148, 1585.5138, 1585.5138, 1584.3088, 1583.6792, 1583.6934, 1582.5629
1585.401, 1582.6504, 1585.2009, 1585.0885, 1585.6945, 1587.2825, 1587.2938, 1587.2938, 1586.1017, 1585.4667, 1585.4702, 1584.3473
1587.1897, 1584.4376, 1586.9888, 1586.8838, 1587.4712, 1589.0496, 1589.0734, 1589.0734, 1587.8939, 1587.2537, 1587.2466, 1586.1313
1588.9779, 1586.2242, 1588.7762, 1588.6786, 1589.2474, 1590.816, 1590.8523, 1590.8523, 1589.6858, 1589.0403, 1589.0225, 1587.9149
1590.7656, 1588.0105, 1590.5632, 1590.4729, 1591.0232, 1592.5819, 1592.6307, 1592.6307, 1591.4772, 1590.8263, 1590.7977, 1589.6979
1592.5529, 1589.7961, 1592.3497, 1592.2667, 1592.7983, 1594.3472, 1594.4086, 1594.4086, 1593.2681, 1592.6118, 1592.5725, 1591.4805
1594.3396, 1591.5814, 1594.1357, 1594.0602, 1594.5729, 1596.1119, 1596.1858, 1596.1858, 1595.0585, 1594.397, 1594.3468, 1593.2625
1596.1259, 1593.3662, 1595.9213, 1595.8531, 1596.3469, 1597.876, 1597.9625, 1597.9625, 1596.8484, 1596.1815, 1596.1206, 1595.0441
1597.9116, 1595.1504, 1597.7064, 1597.6458, 1598.1205, 1599.6395, 1599.7388, 1599.7388, 1598.6378, 1597.9656, 1597.8938, 1596.8251
1599.6969, 1596.9342, 1599.491, 1599.4377, 1599.8933, 1601.4025, 1601.5144, 1601.5144, 1600.4268, 1599.7493, 1599.6665, 1598.6056
1601.4817, 1598.7174, 1601.275, 1601.2294, 1601.6658, 1603.1648, 1603.2894, 1603.2894, 1602.2153, 1601.5323, 1601.4386, 1600.3857
1603.266, 1600.5002, 1603.0586, 1603.0205, 1603.4375, 1604.9265, 1605.064, 1605.064, 1604.0033, 1603.3149, 1603.2102, 1602.1653
1605.0498, 1602.2826, 1604.8417, 1604.8113, 1605.2087, 1606.6877, 1606.8379, 1606.8379, 1605.7909, 1605.0972, 1604.9813, 1603.9443
1606.833, 1604.0643, 1606.6244, 1606.6016, 1606.9795, 1608.4482, 1608.6113, 1608.6113, 1607.578, 1606.8788, 1606.752, 1605.723
1608.6158, 1605.8457, 1608.4065, 1608.3914, 1608.7496, 1610.2083, 1610.3842, 1610.3842, 1609.3646, 1608.6599, 1608.522, 1607.5011
1610.3982, 1607.6265, 1610.1881, 1610.1807, 1610.5192, 1611.9675, 1612.1565, 1612.1565, 1611.1508, 1610.4406, 1610.2915, 1609.2787
1612.1801, 1609.4069, 1611.9694, 1611.9696, 1612.2882, 1613.7263, 1613.9282, 1613.9282, 1612.9364, 1612.2208, 1612.0605, 1611.0558
1613.9614, 1611.1868, 1613.75, 1613.7581, 1614.0568, 1615.4845, 1615.6993, 1615.6993, 1614.7216, 1614.0005, 1613.829, 1612.8324
1615.7423, 1612.9661, 1615.5303, 1615.546, 1615.8247, 1617.2421, 1617.47, 1617.47, 1616.5062, 1615.7797, 1615.5969, 1614.6085
1617.5226, 1614.745, 1617.3099, 1617.3335, 1617.592, 1618.9991, 1619.2401, 1619.2401, 1618.2905, 1617.5583, 1617.3644, 1616.3843
1619.3025, 1616.5234, 1619.0892, 1619.1206, 1619.3588, 1620.7555, 1621.0096, 1621.0096, 1620.0742, 1619.3367, 1619.1312, 1618.1594
1621.0819, 1618.3013, 1620.8679, 1620.9072, 1621.1251, 1622.5114, 1622.7786, 1622.7786, 1621.8575, 1621.1144, 1620.8976, 1619.9341
1622.8608, 1620.0787, 1622.6462, 1622.6935, 1622.8907, 1624.2665, 1624.547, 1624.547, 1623.6404, 1622.8916, 1622.6635, 1621.7083
1624.6392, 1621.8557, 1624.424, 1624.4791, 1624.6559, 1626.0211, 1626.3148, 1626.3148, 1625.4227, 1624.6683, 1624.4287, 1623.4818
1626.4171, 1623.6321, 1626.2013, 1626.2644, 1626.4205, 1627.7751, 1628.0822, 1628.0822, 1627.2046, 1626.4447, 1626.1935, 1625.255
1628.1946, 1625.4081, 1627.9781, 1628.0492, 1628.1846, 1629.5286, 1629.8489, 1629.8489, 1628.986, 1628.2205, 1627.9578, 1627.0277
1629.9714, 1627.1836, 1629.7544, 1629.8336, 1629.948, 1631.2814, 1631.6151, 1631.6151, 1630.7668, 1629.9957, 1629.7216, 1628.7999
1631.7479, 1628.9585, 1631.5303, 1631.6176, 1631.7109, 1633.0337, 1633.3807, 1633.3807, 1632.5472, 1631.7705, 1631.4847, 1630.5717
1633.5239, 1630.733, 1633.3057, 1633.401, 1633.4733, 1634.7853, 1635.1459, 1635.1459, 1634.3273, 1633.5449, 1633.2474, 1632.3429
1635.2993, 1632.5071, 1635.0806, 1635.184, 1635.2351, 1636.5364, 1636.9104, 1636.9104, 1636.1067, 1635.3187, 1635.0095, 1634.1135
1637.0743, 1634.2805, 1636.855, 1636.9666, 1636.9963, 1638.2869, 1638.6743, 1638.6743, 1637.8857, 1637.092, 1636.7711, 1635.8838
1638.8489, 1636.0536, 1638.6289, 1638.7487, 1638.7571, 1640.0367, 1640.4377, 1640.4377, 1639.6643, 1638.8649, 1638.5322, 1637.6536
1640.6228, 1637.8262, 1640.4023, 1640.5303, 1640.5172, 1641.786, 1642.2007, 1642.2007, 1641.4424, 1640.6372, 1640.2928, 1639.4227
1642.3964, 1639.5981, 1642.1753, 1642.3114, 1642.2767, 1643.5347, 1643.9629, 1643.9629, 1643.22, 1642.4092, 1642.0529, 1641.1915
1644.1693, 1641.3698, 1643.9478, 1644.0922, 1644.0358, 1645.2827, 1645.7247, 1645.7247, 1644.9971, 1644.1805, 1643.8124, 1642.9598
1645.9419, 1643.1409, 1645.7197, 1645.8724, 1645.7943, 1647.0303, 1647.486, 1647.486, 1646.7737, 1645.9514, 1645.5714, 1644.7275
1647.714, 1644.9114, 1647.4912, 1647.6523, 1647.5521, 1648.7771, 1649.2466, 1649.2466, 1648.5498, 1647.7218, 1647.3298, 1646.4949
1649.4855, 1646.6815, 1649.2622, 1649.4316, 1649.3096, 1650.5234, 1651.0067, 1651.0067, 1650.3256, 1649.4917, 1649.0878, 1648.2616
1651.2566, 1648.4512, 1651.0327, 1651.2106, 1651.0663, 1652.2692, 1652.7662, 1652.7662, 1652.1007, 1651.2612, 1650.8452, 1650.028
1653.0271, 1650.2202, 1652.8027, 1652.989, 1652.8226, 1654.0143, 1654.5251, 1654.5251, 1653.8755, 1653.0302, 1652.6021, 1651.7937
1654.7972, 1651.9889, 1654.5723, 1654.7671, 1654.5782, 1655.7588, 1656.2836, 1656.2836, 1655.6498, 1654.7986, 1654.3585, 1653.559
1656.5668, 1653.7571, 1656.3414, 1656.5447, 1656.3334, 1657.5027, 1658.0415, 1658.0415, 1657.4235, 1656.5665, 1656.1143, 1655.3239
1658.3359, 1655.5248, 1658.11, 1658.3218, 1658.088, 1659.2461, 1659.7988, 1659.7988, 1659.1968, 1658.334, 1657.8696, 1657.0881
1660.1045, 1657.2919, 1659.8781, 1660.0984, 1659.842, 1660.9888, 1661.5555, 1661.5555, 1660.9697, 1660.101, 1659.6244, 1658.8519
1661.8727, 1659.0586, 1661.6458, 1661.8746, 1661.5955, 1662.731, 1663.3118, 1663.3118, 1662.7421, 1661.8674, 1661.3787, 1660.6154
1663.6403, 1660.8248, 1663.4128, 1663.6504, 1663.3484, 1664.4725, 1665.0675, 1665.0675, 1664.5139, 1663.6335, 1663.1323, 1662.3782
1665.4075, 1662.5905, 1665.1794, 1665.4257, 1665.1007, 1666.2135, 1666.8225, 1666.8225, 1666.2854, 1665.399, 1664.8856, 1664.1405
1667.1741, 1664.3557, 1666.9457, 1667.2004, 1666.8525, 1667.9539, 1668.5771, 1668.5771, 1668.0563, 1667.1641, 1666.6383, 1665.9023
1668.9402, 1666.1205, 1668.7113, 1668.9749, 1668.6038, 1669.6936, 1670.3311, 1670.3311, 1669.8268, 1668.9286, 1668.3904, 1667.6637
1670.7059, 1667.8848, 1670.4766, 1670.7488, 1670.3545, 1671.4327, 1672.0846, 1672.0846, 1671.5967, 1670.6926, 1670.142, 1669.4246
1672.4711, 1669.6484, 1672.2412, 1672.5223, 1672.1046, 1673.1714, 1673.8374, 1673.8374, 1673.3662, 1672.4562, 1671.8931, 1671.1849
1674.2358, 1671.4117, 1674.0055, 1674.2953, 1673.8541, 1674.9094, 1675.5897, 1675.5897, 1675.1353, 1674.2192, 1673.6437, 1672.9448
1676.0, 1673.1746, 1675.7693, 1676.0679, 1675.6031, 1676.6467, 1677.3416, 1677.3416, 1676.9038, 1675.9818, 1675.3937, 1674.7042
1677.7637, 1674.9369, 1677.5325, 1677.84, 1677.3517, 1678.3835, 1679.0928, 1679.0928, 1678.672, 1677.744, 1677.1432, 1676.4631
1679.527, 1676.6986, 1679.2953, 1679.6117, 1679.0996, 1680.1198, 1680.8434, 1680.8434, 1680.4396, 1679.5056, 1678.8922, 1678.2216
1681.2897, 1678.46, 1681.0576, 1681.3829, 1680.8469, 1681.8555, 1682.5935, 1682.5935, 1682.2067, 1681.2667, 1680.6407, 1679.9795
1683.0519, 1680.2208, 1682.8193, 1683.1537, 1682.5938, 1683.5905, 1684.3431, 1684.3431, 1683.9734, 1683.0273, 1682.3887, 1681.7369
1684.8137, 1681.9812, 1684.5807, 1684.924, 1684.34, 1685.3248, 1686.092, 1686.092, 1685.7396, 1684.7875, 1684.136, 1683.4939
1686.575, 1683.741, 1686.3416, 1686.6938, 1686.0857, 1687.0587, 1687.8406, 1687.8406, 1687.5052, 1686.5471, 1685.8829, 1685.2504
1688.3357, 1685.5004, 1688.1019, 1688.4633, 1687.8308, 1688.792, 1689.5884, 1689.5884, 1689.2705, 1688.3063, 1687.6293, 1687.0062
1690.0959, 1687.2593, 1689.8618, 1690.2322, 1689.5753, 1690.5245, 1691.3358, 1691.3358, 1691.0353, 1690.0649, 1689.3751, 1688.7617
1691.8558, 1689.0177, 1691.6212, 1692.0006, 1691.3193, 1692.2566, 1693.0825, 1693.0825, 1692.7996, 1691.8231, 1691.1204, 1690.5167
1693.6151, 1690.7755, 1693.3801, 1693.7687, 1693.0629, 1693.9882, 1694.8287, 1694.8287, 1694.5635, 1693.5808, 1692.8652, 1692.2712
1695.3739, 1692.533, 1695.1385, 1695.5363, 1694.8058, 1695.719, 1696.5745, 1696.5745, 1696.3268, 1695.338, 1694.6095, 1694.0251
1697.1322, 1694.2899, 1696.8965, 1697.3033, 1696.5481, 1697.4492, 1698.3196, 1698.3196, 1698.0896, 1697.0947, 1696.3531, 1695.7787
1698.8901, 1696.0464, 1698.6539, 1699.0701, 1698.2899, 1699.179, 1700.0641, 1700.0641, 1699.8521, 1698.851, 1698.0963, 1697.5316
1700.6475, 1697.8024, 1700.4109, 1700.8363, 1700.0311, 1700.9081, 1701.8081, 1701.8081, 1701.614, 1700.6067, 1699.839, 1699.2842
1702.4043, 1699.5577, 1702.1674, 1702.6021, 1701.7719, 1702.6365, 1703.5516, 1703.5516, 1703.3754, 1702.3619, 1701.5812, 1701.0361
1704.1606, 1701.3127, 1703.9233, 1704.3674, 1703.512, 1704.3644, 1705.2946, 1705.2946, 1705.1364, 1704.1168, 1703.3228, 1702.7877
1705.9165, 1703.0673, 1705.679, 1706.1322, 1705.2515, 1706.0917, 1707.0369, 1707.0369, 1706.8969, 1705.8711, 1705.0638, 1704.5387
1707.6719, 1704.8213, 1707.434, 1707.8966, 1706.9905, 1707.8185, 1708.7787, 1708.7787, 1708.6569, 1707.6249, 1706.8044, 1706.2893
1709.4268, 1706.5748, 1709.1885, 1709.6606, 1708.729, 1709.5446, 1710.5199, 1710.5199, 1710.4165, 1709.3782, 1708.5444, 1708.0393
1711.1813, 1708.3278, 1710.9426, 1711.4241, 1710.4669, 1711.2701, 1712.2606, 1712.2606, 1712.1755, 1711.131, 1710.2839, 1709.7888
1712.9352, 1710.0803, 1712.6962, 1713.1871, 1712.2042, 1712.995, 1714.0007, 1714.0007, 1713.9341, 1712.8833, 1712.0229, 1711.538
1714.6886, 1711.8324, 1714.4492, 1714.9498, 1713.941, 1714.7194, 1715.7402, 1715.7402, 1715.6923, 1714.6351, 1713.7615, 1713.2865
1716.4415, 1713.584, 1716.2019, 1716.7119, 1715.6772, 1716.4431, 1717.4792, 1717.4792, 1717.4498, 1716.3865, 1715.4994, 1715.0345
1718.194, 1715.3351, 1717.954, 1718.4736, 1717.413, 1718.1663, 1719.2178, 1719.2178, 1719.207, 1718.1373, 1717.2368, 1716.7822
1719.9459, 1717.0856, 1719.7057, 1720.2349, 1719.1481, 1719.8888, 1720.9557, 1720.9557, 1720.9637, 1719.8877, 1718.9736, 1718.5293
1721.6974, 1718.8357, 1721.4568, 1721.9956, 1720.8827, 1721.6107, 1722.693, 1722.693, 1722.72, 1721.6376, 1720.71, 1720.2759
1723.4484, 1720.5853, 1723.2075, 1723.756, 1722.6167, 1723.3322, 1724.4298, 1724.4298, 1724.4757, 1723.387, 1722.4458, 1722.022
1725.1989, 1722.3345, 1724.9576, 1725.5159, 1724.3501, 1725.053, 1726.1661, 1726.1661, 1726.231, 1725.1359, 1724.1812, 1723.7676
1726.9489, 1724.0831, 1726.7074, 1727.2753, 1726.083, 1726.7731, 1727.9017, 1727.9017, 1727.9858, 1726.8843, 1725.9159, 1725.5127
1728.6984, 1725.8313, 1728.4567, 1729.0342, 1727.8153, 1728.4927, 1729.637, 1729.637, 1729.7401, 1728.6322, 1727.6501, 1727.2573
1730.4474, 1727.5789, 1730.2053, 1730.7927, 1729.5471, 1730.2117, 1731.3715, 1731.3715, 1731.494, 1730.3795, 1729.3839, 1729.0015
1732.1959, 1729.326, 1731.9536, 1732.5508, 1731.2784, 1731.9301, 1733.1056, 1733.1056, 1733.2473, 1732.1265, 1731.1171, 1730.7451
1733.944, 1731.0728, 1733.7014, 1734.3085, 1733.009, 1733.6479, 1734.839, 1734.839, 1735.0002, 1733.8729, 1732.8497, 1732.4883
1735.6915, 1732.819, 1735.4487, 1736.0656, 1734.7391, 1735.3651, 1736.5719, 1736.5719, 1736.7527, 1735.6189, 1734.5819, 1734.231
1737.4386, 1734.5647, 1737.1956, 1737.8223, 1736.4688, 1737.0818, 1738.3043, 1738.3043, 1738.5046, 1737.3644, 1736.3135, 1735.9731
1739.1852, 1736.3099, 1738.9418, 1739.5785, 1738.1978, 1738.7977, 1740.0361, 1740.0361, 1740.2561, 1739.1094, 1738.0446, 1737.7148
1740.9312, 1738.0547, 1740.6876, 1741.3344, 1739.9263, 1740.5132, 1741.7673, 1741.7673, 1742.0071, 1740.8539, 1739.7751, 1739.4559
1742.6768, 1739.7988, 1742.433, 1743.0897, 1741.6541, 1742.228, 1743.498, 1743.498, 1743.7577, 1742.5979, 1741.5051, 1741.1967
1744.4219, 1741.5426, 1744.1779, 1744.8446, 1743.3815, 1743.9423, 1745.2281, 1745.2281, 1745.5077, 1744.3414, 1743.2346, 1742.9369
1746.1665, 1743.2859, 1745.9222, 1746.599, 1745.1083, 1745.6559, 1746.9578, 1746.9578, 1747.2573, 1746.0845, 1744.9636, 1744.6766
1747.9106, 1745.0287, 1747.6661, 1748.353, 1746.8345, 1747.369, 1748.6869, 1748.6869, 1749.0063, 1747.827, 1746.6921, 1746.4158
1749.6543, 1746.771, 1749.4095, 1750.1064, 1748.5602, 1749.0814, 1750.4153, 1750.4153, 1750.755, 1749.5691, 1748.42, 1748.1545
1751.3975, 1748.5128, 1751.1526, 1751.8596, 1750.2853, 1750.7933, 1752.1432, 1752.1432, 1752.5032, 1751.3107, 1750.1475, 1749.8927
1753.14, 1750.2542, 1752.895, 1753.6122, 1752.0099, 1752.5046, 1753.8706, 1753.8706, 1754.2509, 1753.0518, 1751.8743, 1751.6305
1754.8822, 1751.995, 1754.637, 1755.3644, 1753.7339, 1754.2153, 1755.5974, 1755.5974, 1755.998, 1754.7924, 1753.6007, 1753.3678
1756.6239, 1753.7352, 1756.3784, 1757.1161, 1755.4573, 1755.9254, 1757.3237, 1757.3237, 1757.7448, 1756.5323, 1755.3264, 1755.1045
1758.3651, 1755.4751, 1758.1194, 1758.8673, 1757.1802, 1757.6349, 1759.0494, 1759.0494, 1759.4911, 1758.272, 1757.0518, 1756.8408
1760.1057, 1757.2145, 1759.86, 1760.6182, 1758.9025, 1759.3438, 1760.7745, 1760.7745, 1761.2368, 1760.0111, 1758.7765, 1758.5765
1761.8459, 1758.9534, 1761.6, 1762.3685, 1760.6243, 1761.0521, 1762.4991, 1762.4991, 1762.9822, 1761.7498, 1760.5007, 1760.3118
1763.5857, 1760.6918, 1763.3395, 1764.1184, 1762.3456, 1762.7598, 1764.2233, 1764.2233, 1764.7269, 1763.4879, 1762.2245, 1762.0466
1765.325, 1762.4297, 1765.0786, 1765.8678, 1764.0662, 1764.4669, 1765.9467, 1765.9467, 1766.4713, 1765.2256, 1763.9476, 1763.7809
1767.0636, 1764.1671, 1766.8171, 1767.6168, 1765.7864, 1766.1735, 1767.6697, 1767.6697, 1768.2152, 1766.9628, 1765.6703, 1765.5146
1768.8019, 1765.9041, 1768.5553, 1769.3654, 1767.5059, 1767.8794, 1769.392, 1769.392, 1769.9586, 1768.6995, 1767.3925, 1767.248
1770.5397, 1767.6405, 1770.2928, 1771.1134, 1769.2249, 1769.5847, 1771.1139, 1771.1139, 1771.7015, 1770.4355, 1769.1141, 1768.9808
1772.2769, 1769.3765, 1772.03, 1772.8611, 1770.9434, 1771.2894, 1772.8351, 1772.8351, 1773.444, 1772.1713, 1770.8352, 1770.7131
1774.0137, 1771.1118, 1773.7666, 1774.6083, 1772.6613, 1772.9937, 1774.5558, 1774.5558, 1775.1859, 1773.9065, 1772.5557, 1772.4449
1775.75, 1772.8468, 1775.5028, 1776.355, 1774.3785, 1774.6971, 1776.276, 1776.276, 1776.9275, 1775.6412, 1774.2758, 1774.1763
1777.4857, 1774.5813, 1777.2385, 1778.1013, 1776.0953, 1776.4001, 1777.9956, 1777.9956, 1778.6685, 1777.3755, 1775.9952, 1775.9072
1779.2211, 1776.3153, 1778.9736, 1779.847, 1777.8115, 1778.1025, 1779.7147, 1779.7147, 1780.4091, 1779.1093, 1777.7142, 1777.6376
1780.9559, 1778.0488, 1780.7084, 1781.5924, 1779.5272, 1779.8043, 1781.4332, 1781.4332, 1782.1492, 1780.8424, 1779.4327, 1779.3674
1782.6902, 1779.7819, 1782.4426, 1783.3374, 1781.2423, 1781.5055, 1783.1511, 1783.1511, 1783.8888, 1782.5752, 1781.1506, 1781.0968
1784.4241, 1781.5144, 1784.1763, 1785.0818, 1782.9569, 1783.2061, 1784.8685, 1784.8685, 1785.6279, 1784.3075, 1782.868, 1782.8257
1786.1573, 1783.2465, 1785.9095, 1786.8258, 1784.6709, 1784.906, 1786.5853, 1786.5853, 1787.3666, 1786.0393, 1784.5848, 1784.5541
1787.8903, 1784.978, 1787.6423, 1788.5693, 1786.3844, 1786.6055, 1788.3016, 1788.3016, 1789.1047, 1787.7706, 1786.3013, 1786.282
1789.6226, 1786.7091, 1789.3746, 1790.3125, 1788.0973, 1788.3043, 1790.0173, 1790.0173, 1790.8424, 1789.5015, 1788.017, 1788.0093
1791.3545, 1788.4397, 1791.1064, 1792.0552, 1789.8096, 1790.0024, 1791.7325, 1791.7325, 1792.5797, 1791.2317, 1789.7323, 1789.7362
1793.0858, 1790.1698, 1792.8378, 1793.7974, 1791.5214, 1791.7001, 1793.4471, 1793.4471, 1794.3164, 1792.9615, 1791.447, 1791.4626
1794.8168, 1791.8994, 1794.5686, 1795.5391, 1793.2325, 1793.3971, 1795.1613, 1795.1613, 1796.0527, 1794.6909, 1793.1614, 1793.1886
1796.5471, 1793.6285, 1796.299, 1797.2804, 1794.9432, 1795.0935, 1796.8748, 1796.8748, 1797.7886, 1796.4198, 1794.875, 1794.9141
1798.2771, 1795.3572, 1798.0288, 1799.0211, 1796.6533, 1796.7894, 1798.5876, 1798.5876, 1799.5239, 1798.1482, 1796.5883, 1796.6389
1800.0065, 1797.0853, 1799.7582, 1800.7616, 1798.3629, 1798.4846, 1800.3, 1800.3, 1801.2588, 1799.876, 1798.3009, 1798.3634
1801.7355, 1798.813, 1801.4871, 1802.5015, 1800.0719, 1800.1793, 1802.012, 1802.012, 1802.9932, 1801.6034, 1800.0131, 1800.0874
1803.4639, 1800.5402, 1803.2155, 1804.241, 1801.7804, 1801.8734, 1803.7231, 1803.7231, 1804.7271, 1803.3303, 1801.7246, 1801.8108
1805.1919, 1802.2667, 1804.9434, 1805.98, 1803.4883, 1803.5668, 1805.434, 1805.434, 1806.4604, 1805.0568, 1803.4357, 1803.5338
1806.9193, 1803.9929, 1806.6709, 1807.7185, 1805.1956, 1805.2596, 1807.1442, 1807.1442, 1808.1935, 1806.7826, 1805.1462, 1805.2563
1808.6462, 1805.7186, 1808.3978, 1809.4567, 1806.9023, 1806.952, 1808.8538, 1808.8538, 1809.9259, 1808.5081, 1806.8562, 1806.9783
1810.3728, 1807.4438, 1810.1243, 1811.1943, 1808.6085, 1808.6437, 1810.5629, 1810.5629, 1811.658, 1810.233, 1808.5658, 1808.6998
1812.0988, 1809.1686, 1811.8503, 1812.9315, 1810.3142, 1810.3347, 1812.2714, 1812.2714, 1813.3895, 1811.9575, 1810.2748, 1810.4208
