Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on Au,Au_NP on Au,Au_NP on Au,Au_NP on Au
laser power 0.05 mW,laser power 0.1 mW,laser power 0.15mW,laser power 0.2mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.20 mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.2mW
2469.3291, 2466.0444, 2469.551, 2477.6646, 2453.927, 2444.9651, 2457.1409, 2457.1409, 2474.0938, 2468.6462, 2457.6228, 2465.4368
2470.8567, 2467.5715, 2471.0811, 2479.218, 2455.4075, 2446.4158, 2458.6248, 2458.6248, 2475.6331, 2470.1726, 2459.1184, 2466.9585
2472.384, 2469.0981, 2472.6106, 2480.7712, 2456.8875, 2447.8657, 2460.1082, 2460.1082, 2477.1719, 2471.6987, 2460.6135, 2468.4795
2473.9106, 2470.6243, 2474.1394, 2482.3237, 2458.3669, 2449.3152, 2461.5911, 2461.5911, 2478.7102, 2473.2241, 2462.1084, 2470.0002
2475.4368, 2472.1499, 2475.668, 2483.876, 2459.8457, 2450.7642, 2463.0732, 2463.0732, 2480.248, 2474.7493, 2463.6025, 2471.5205
2476.9624, 2473.675, 2477.196, 2485.4277, 2461.324, 2452.2124, 2464.5549, 2464.5549, 2481.7854, 2476.2737, 2465.0959, 2473.04
2478.4875, 2475.1997, 2478.7236, 2486.979, 2462.8018, 2453.6602, 2466.0361, 2466.0361, 2483.3223, 2477.7976, 2466.5891, 2474.5593
2480.0122, 2476.7239, 2480.2505, 2488.5298, 2464.2791, 2455.1072, 2467.5166, 2467.5166, 2484.8586, 2479.3213, 2468.0818, 2476.0781
2481.5364, 2478.2478, 2481.7771, 2490.0803, 2465.7556, 2456.5537, 2468.9966, 2468.9966, 2486.3945, 2480.8442, 2469.5737, 2477.5962
2483.0601, 2479.771, 2483.3032, 2491.6301, 2467.2317, 2457.9995, 2470.4761, 2470.4761, 2487.9302, 2482.3669, 2471.0652, 2479.114
2484.5833, 2481.2937, 2484.8289, 2493.1797, 2468.7073, 2459.4448, 2471.9551, 2471.9551, 2489.4651, 2483.8889, 2472.5562, 2480.6311
2486.106, 2482.8159, 2486.354, 2494.7288, 2470.1824, 2460.8896, 2473.4333, 2473.4333, 2490.9995, 2485.4106, 2474.0466, 2482.1479
2487.6282, 2484.3376, 2487.8787, 2496.2773, 2471.6567, 2462.3337, 2474.9111, 2474.9111, 2492.5337, 2486.9316, 2475.5366, 2483.6641
2489.1499, 2485.8589, 2489.4026, 2497.8254, 2473.1306, 2463.7771, 2476.3884, 2476.3884, 2494.0671, 2488.4521, 2477.0261, 2485.1799
2490.6711, 2487.3796, 2490.9263, 2499.373, 2474.6038, 2465.2202, 2477.8652, 2477.8652, 2495.6003, 2489.9724, 2478.5149, 2486.6951
2492.1921, 2488.9001, 2492.4495, 2500.9202, 2476.0767, 2466.6624, 2479.3413, 2479.3413, 2497.1331, 2491.4919, 2480.0032, 2488.21
2493.7124, 2490.4199, 2493.9722, 2502.467, 2477.5488, 2468.1042, 2480.8169, 2480.8169, 2498.665, 2493.0112, 2481.491, 2489.7241
2495.2322, 2491.9392, 2495.4944, 2504.0132, 2479.0205, 2469.5454, 2482.292, 2482.292, 2500.1968, 2494.5298, 2482.9783, 2491.2378
2496.7515, 2493.458, 2497.0161, 2505.5591, 2480.4915, 2470.9858, 2483.7664, 2483.7664, 2501.728, 2496.0479, 2484.4651, 2492.7512
2498.2703, 2494.9763, 2498.5374, 2507.1045, 2481.9622, 2472.4258, 2485.2402, 2485.2402, 2503.2588, 2497.5657, 2485.9514, 2494.2639
2499.7886, 2496.4941, 2500.0581, 2508.6494, 2483.4321, 2473.8652, 2486.7136, 2486.7136, 2504.7891, 2499.0828, 2487.437, 2495.7764
2501.3064, 2498.0115, 2501.5784, 2510.1938, 2484.9014, 2475.304, 2488.1865, 2488.1865, 2506.3188, 2500.5996, 2488.9224, 2497.2881
2502.8237, 2499.5286, 2503.0981, 2511.738, 2486.3704, 2476.7422, 2489.6587, 2489.6587, 2507.8481, 2502.1157, 2490.407, 2498.7993
2504.3406, 2501.0449, 2504.6174, 2513.2815, 2487.8386, 2478.1797, 2491.1304, 2491.1304, 2509.377, 2503.6316, 2491.8911, 2500.3103
2505.8569, 2502.5608, 2506.1362, 2514.8247, 2489.3064, 2479.6167, 2492.6016, 2492.6016, 2510.9053, 2505.1467, 2493.3748, 2501.8206
2507.3728, 2504.0762, 2507.6548, 2516.3674, 2490.7737, 2481.0532, 2494.0723, 2494.0723, 2512.4331, 2506.6614, 2494.8577, 2503.3303
2508.8879, 2505.5911, 2509.1726, 2517.9094, 2492.2402, 2482.489, 2495.5422, 2495.5422, 2513.9604, 2508.1758, 2496.3403, 2504.8396
2510.4028, 2507.1055, 2510.6899, 2519.4514, 2493.7063, 2483.9241, 2497.0117, 2497.0117, 2515.4875, 2509.6895, 2497.8223, 2506.3486
2511.9172, 2508.6196, 2512.2068, 2520.9927, 2495.1719, 2485.3586, 2498.4807, 2498.4807, 2517.0139, 2511.2026, 2499.304, 2507.8569
2513.4312, 2510.1331, 2513.7231, 2522.5334, 2496.6367, 2486.7927, 2499.949, 2499.949, 2518.5398, 2512.7156, 2500.7849, 2509.3647
2514.9446, 2511.646, 2515.239, 2524.074, 2498.1013, 2488.2261, 2501.4167, 2501.4167, 2520.0654, 2514.2278, 2502.2654, 2510.8721
2516.4575, 2513.1584, 2516.7544, 2525.6138, 2499.5652, 2489.6589, 2502.884, 2502.884, 2521.5903, 2515.7397, 2503.7451, 2512.3792
2517.97, 2514.6704, 2518.2695, 2527.1533, 2501.0283, 2491.0913, 2504.3508, 2504.3508, 2523.115, 2517.251, 2505.2246, 2513.8855
2519.4819, 2516.1819, 2519.7839, 2528.6924, 2502.4912, 2492.5229, 2505.8169, 2505.8169, 2524.6392, 2518.7617, 2506.7036, 2515.3914
2520.9934, 2517.6931, 2521.2979, 2530.231, 2503.9534, 2493.9539, 2507.2827, 2507.2827, 2526.1626, 2520.2722, 2508.1819, 2516.8967
2522.5044, 2519.2036, 2522.8113, 2531.769, 2505.415, 2495.3843, 2508.7476, 2508.7476, 2527.6858, 2521.782, 2509.6597, 2518.4016
2524.0149, 2520.7136, 2524.3245, 2533.3069, 2506.876, 2496.8142, 2510.2122, 2510.2122, 2529.2085, 2523.2915, 2511.137, 2519.906
2525.5249, 2522.2231, 2525.8369, 2534.844, 2508.3367, 2498.2434, 2511.676, 2511.676, 2530.7307, 2524.8003, 2512.6138, 2521.4099
2527.0344, 2523.7322, 2527.3489, 2536.3809, 2509.7966, 2499.6721, 2513.1394, 2513.1394, 2532.2524, 2526.3086, 2514.0898, 2522.9133
2528.5432, 2525.241, 2528.8606, 2537.917, 2511.2561, 2501.1003, 2514.6023, 2514.6023, 2533.7737, 2527.8167, 2515.5657, 2524.4163
2530.0518, 2526.749, 2530.3716, 2539.4529, 2512.7148, 2502.5278, 2516.0647, 2516.0647, 2535.2944, 2529.324, 2517.0408, 2525.9189
2531.5598, 2528.2566, 2531.8821, 2540.9883, 2514.1731, 2503.9546, 2517.5264, 2517.5264, 2536.8147, 2530.8308, 2518.5156, 2527.4209
2533.0674, 2529.7637, 2533.3923, 2542.5234, 2515.6309, 2505.3809, 2518.9875, 2518.9875, 2538.3345, 2532.3374, 2519.9897, 2528.9224
2534.5745, 2531.2703, 2534.9019, 2544.0579, 2517.0881, 2506.8066, 2520.448, 2520.448, 2539.8538, 2533.8433, 2521.4631, 2530.4233
2536.0811, 2532.7764, 2536.4111, 2545.5918, 2518.5447, 2508.2317, 2521.9082, 2521.9082, 2541.3726, 2535.3486, 2522.9363, 2531.9238
2537.5872, 2534.2822, 2537.9197, 2547.1255, 2520.0007, 2509.6562, 2523.3677, 2523.3677, 2542.8911, 2536.8538, 2524.4089, 2533.4238
2539.0925, 2535.7874, 2539.428, 2548.6587, 2521.4563, 2511.0803, 2524.8267, 2524.8267, 2544.4089, 2538.3582, 2525.8809, 2534.9231
2540.5977, 2537.292, 2540.9355, 2550.1914, 2522.9114, 2512.5037, 2526.2849, 2526.2849, 2545.9265, 2539.8621, 2527.3523, 2536.4221
2542.1023, 2538.7961, 2542.4429, 2551.7236, 2524.3657, 2513.9263, 2527.7429, 2527.7429, 2547.4434, 2541.3657, 2528.8235, 2537.9207
2543.6064, 2540.2998, 2543.9495, 2553.2554, 2525.8196, 2515.3484, 2529.2002, 2529.2002, 2548.96, 2542.8687, 2530.2939, 2539.4187
2545.1101, 2541.8032, 2545.4558, 2554.7866, 2527.2729, 2516.77, 2530.657, 2530.657, 2550.4758, 2544.3711, 2531.7637, 2540.9163
2546.6133, 2543.3059, 2546.9614, 2556.3176, 2528.7256, 2518.1909, 2532.113, 2532.113, 2551.9915, 2545.8733, 2533.2332, 2542.4133
2548.1157, 2544.8081, 2548.4668, 2557.8481, 2530.1777, 2519.6113, 2533.5686, 2533.5686, 2553.5066, 2547.3748, 2534.7019, 2543.9099
2549.6179, 2546.3098, 2549.9714, 2559.3779, 2531.6294, 2521.031, 2535.0237, 2535.0237, 2555.021, 2548.8757, 2536.1704, 2545.406
2551.1196, 2547.811, 2551.4758, 2560.9075, 2533.0806, 2522.4502, 2536.4783, 2536.4783, 2556.5352, 2550.3765, 2537.6382, 2546.9014
2552.6208, 2549.312, 2552.9795, 2562.4365, 2534.531, 2523.8689, 2537.9321, 2537.9321, 2558.0488, 2551.8765, 2539.1055, 2548.3965
2554.1213, 2550.8123, 2554.4829, 2563.9651, 2535.981, 2525.2869, 2539.3855, 2539.3855, 2559.562, 2553.376, 2540.5723, 2549.8911
2555.6216, 2552.312, 2555.9858, 2565.4934, 2537.4304, 2526.7043, 2540.8384, 2540.8384, 2561.0747, 2554.8752, 2542.0386, 2551.3853
2557.1213, 2553.8113, 2557.488, 2567.021, 2538.8792, 2528.1211, 2542.2908, 2542.2908, 2562.5869, 2556.3738, 2543.5042, 2552.8789
2558.6206, 2555.3103, 2558.99, 2568.5483, 2540.3276, 2529.5374, 2543.7424, 2543.7424, 2564.0986, 2557.8718, 2544.9692, 2554.3718
2560.1194, 2556.8086, 2560.4915, 2570.0752, 2541.7754, 2530.9529, 2545.1936, 2545.1936, 2565.6099, 2559.3696, 2546.4341, 2555.8645
2561.6174, 2558.3064, 2561.9924, 2571.6016, 2543.2224, 2532.3679, 2546.6443, 2546.6443, 2567.1206, 2560.8667, 2547.8982, 2557.3567
2563.1152, 2559.8037, 2563.4927, 2573.1274, 2544.6692, 2533.7822, 2548.0945, 2548.0945, 2568.6311, 2562.3633, 2549.3618, 2558.8481
2564.6125, 2561.3005, 2564.9927, 2574.6528, 2546.1152, 2535.196, 2549.5439, 2549.5439, 2570.1409, 2563.8596, 2550.8247, 2560.3394
2566.1091, 2562.7971, 2566.4922, 2576.1777, 2547.5608, 2536.6094, 2550.9929, 2550.9929, 2571.6501, 2565.3552, 2552.2874, 2561.8301
2567.6055, 2564.293, 2567.9912, 2577.7024, 2549.0056, 2538.022, 2552.4412, 2552.4412, 2573.1592, 2566.8503, 2553.7493, 2563.3201
2569.1013, 2565.7883, 2569.4895, 2579.2263, 2550.4502, 2539.4341, 2553.8892, 2553.8892, 2574.6675, 2568.3452, 2555.2109, 2564.8098
2570.5967, 2567.2832, 2570.9875, 2580.75, 2551.894, 2540.8455, 2555.3364, 2555.3364, 2576.1755, 2569.8394, 2556.6719, 2566.2991
2572.0913, 2568.7778, 2572.4851, 2582.2732, 2553.3372, 2542.2563, 2556.7832, 2556.7832, 2577.6829, 2571.333, 2558.1323, 2567.7876
2573.5857, 2570.2717, 2573.9822, 2583.7959, 2554.78, 2543.6667, 2558.2295, 2558.2295, 2579.1899, 2572.8262, 2559.5923, 2569.2759
2575.0796, 2571.7651, 2575.4788, 2585.3181, 2556.2222, 2545.0764, 2559.675, 2559.675, 2580.6965, 2574.3191, 2561.0515, 2570.7634
2576.5728, 2573.2581, 2576.9749, 2586.8401, 2557.6638, 2546.4854, 2561.1201, 2561.1201, 2582.2024, 2575.8113, 2562.5105, 2572.2507
2578.0657, 2574.7507, 2578.4705, 2588.3613, 2559.1047, 2547.894, 2562.5647, 2562.5647, 2583.708, 2577.303, 2563.9688, 2573.7373
2579.5581, 2576.2427, 2579.9656, 2589.8823, 2560.5454, 2549.3018, 2564.0085, 2564.0085, 2585.2131, 2578.7944, 2565.4265, 2575.2236
2581.0498, 2577.7341, 2581.4602, 2591.4026, 2561.9854, 2550.7092, 2565.4521, 2565.4521, 2586.7178, 2580.2852, 2566.8838, 2576.7092
2582.5413, 2579.2251, 2582.9541, 2592.9226, 2563.4248, 2552.116, 2566.8948, 2566.8948, 2588.2219, 2581.7754, 2568.3406, 2578.1946
2584.0322, 2580.7156, 2584.4478, 2594.4421, 2564.8635, 2553.522, 2568.3372, 2568.3372, 2589.7256, 2583.2651, 2569.7969, 2579.6792
2585.5225, 2582.2058, 2585.9409, 2595.9614, 2566.3018, 2554.9275, 2569.7791, 2569.7791, 2591.2288, 2584.7546, 2571.2527, 2581.1636
2587.0125, 2583.6953, 2587.4336, 2597.48, 2567.7395, 2556.3325, 2571.2202, 2571.2202, 2592.7314, 2586.2434, 2572.7078, 2582.6472
2588.502, 2585.1843, 2588.9258, 2598.998, 2569.1768, 2557.7368, 2572.6609, 2572.6609, 2594.2336, 2587.7317, 2574.1624, 2584.1306
2589.9907, 2586.6729, 2590.4177, 2600.5159, 2570.6135, 2559.1406, 2574.1008, 2574.1008, 2595.7356, 2589.2197, 2575.6165, 2585.6133
2591.4792, 2588.1611, 2591.9089, 2602.0332, 2572.0496, 2560.5437, 2575.5405, 2575.5405, 2597.2368, 2590.707, 2577.0701, 2587.0955
2592.967, 2589.6487, 2593.3997, 2603.55, 2573.4851, 2561.9463, 2576.9795, 2576.9795, 2598.7375, 2592.1938, 2578.5232, 2588.5774
2594.4546, 2591.1357, 2594.8899, 2605.0664, 2574.9199, 2563.3481, 2578.418, 2578.418, 2600.238, 2593.6802, 2579.9758, 2590.0586
2595.9417, 2592.6223, 2596.3796, 2606.5823, 2576.3542, 2564.7495, 2579.8557, 2579.8557, 2601.7378, 2595.1663, 2581.4277, 2591.5393
2597.428, 2594.1086, 2597.8689, 2608.0977, 2577.7881, 2566.1504, 2581.293, 2581.293, 2603.2373, 2596.6516, 2582.8792, 2593.0198
2598.9141, 2595.5942, 2599.3577, 2609.6128, 2579.2214, 2567.5505, 2582.7297, 2582.7297, 2604.7361, 2598.1365, 2584.3303, 2594.4995
2600.3994, 2597.0793, 2600.8459, 2611.1272, 2580.6543, 2568.9502, 2584.166, 2584.166, 2606.2346, 2599.6208, 2585.7808, 2595.9788
2601.8845, 2598.564, 2602.334, 2612.6414, 2582.0864, 2570.3491, 2585.6018, 2585.6018, 2607.7327, 2601.105, 2587.2305, 2597.4578
2603.3689, 2600.0483, 2603.8213, 2614.155, 2583.5181, 2571.7476, 2587.0369, 2587.0369, 2609.23, 2602.5884, 2588.6799, 2598.936
2604.853, 2601.532, 2605.3081, 2615.6682, 2584.949, 2573.1453, 2588.4714, 2588.4714, 2610.7271, 2604.0713, 2590.1289, 2600.4138
2606.3367, 2603.0151, 2606.7944, 2617.1809, 2586.3796, 2574.5425, 2589.9053, 2589.9053, 2612.2236, 2605.5537, 2591.5771, 2601.8911
2607.8196, 2604.498, 2608.2803, 2618.6934, 2587.8096, 2575.9392, 2591.3389, 2591.3389, 2613.7197, 2607.0359, 2593.0249, 2603.3682
2609.3022, 2605.9802, 2609.7659, 2620.2051, 2589.239, 2577.3352, 2592.7717, 2592.7717, 2615.2153, 2608.5173, 2594.4722, 2604.8445
2610.7842, 2607.4619, 2611.2507, 2621.7166, 2590.6677, 2578.7305, 2594.2041, 2594.2041, 2616.7104, 2609.9983, 2595.9189, 2606.3203
2612.2659, 2608.9431, 2612.7351, 2623.2275, 2592.0962, 2580.1255, 2595.6357, 2595.6357, 2618.2051, 2611.4788, 2597.3652, 2607.7957
2613.7468, 2610.4241, 2614.2192, 2624.7378, 2593.5239, 2581.5195, 2597.0669, 2597.0669, 2619.6992, 2612.959, 2598.8108, 2609.2705
2615.2275, 2611.9043, 2615.7026, 2626.248, 2594.9509, 2582.9133, 2598.4976, 2598.4976, 2621.1929, 2614.4385, 2600.2561, 2610.7449
2616.7075, 2613.384, 2617.1855, 2627.7576, 2596.3777, 2584.3064, 2599.9277, 2599.9277, 2622.6863, 2615.9175, 2601.7007, 2612.2188
2618.1873, 2614.8633, 2618.6682, 2629.2666, 2597.8037, 2585.6987, 2601.3574, 2601.3574, 2624.179, 2617.396, 2603.1448, 2613.6921
2619.6663, 2616.3423, 2620.1501, 2630.7754, 2599.2292, 2587.0906, 2602.7864, 2602.7864, 2625.6711, 2618.8743, 2604.5884, 2615.1653
2621.145, 2617.8206, 2621.6318, 2632.2834, 2600.6541, 2588.4819, 2604.2148, 2604.2148, 2627.1631, 2620.3518, 2606.0315, 2616.6377
2622.623, 2619.2983, 2623.1128, 2633.7913, 2602.0786, 2589.8726, 2605.6426, 2605.6426, 2628.6543, 2621.8289, 2607.4741, 2618.1096
2624.1008, 2620.7759, 2624.5933, 2635.2986, 2603.5024, 2591.2627, 2607.0701, 2607.0701, 2630.1453, 2623.3054, 2608.916, 2619.5811
2625.5779, 2622.2527, 2626.0735, 2636.8054, 2604.9255, 2592.6521, 2608.4968, 2608.4968, 2631.6355, 2624.7815, 2610.3577, 2621.052
2627.0547, 2623.729, 2627.553, 2638.3118, 2606.3484, 2594.041, 2609.9231, 2609.9231, 2633.1255, 2626.2573, 2611.7986, 2622.5225
2628.5308, 2625.2048, 2629.0322, 2639.8176, 2607.7705, 2595.4294, 2611.3486, 2611.3486, 2634.615, 2627.7324, 2613.239, 2623.9924
2630.0066, 2626.6804, 2630.5107, 2641.3232, 2609.1921, 2596.8171, 2612.7737, 2612.7737, 2636.104, 2629.207, 2614.679, 2625.4619
2631.4817, 2628.1553, 2631.989, 2642.8281, 2610.6133, 2598.2041, 2614.1982, 2614.1982, 2637.5923, 2630.6812, 2616.1182, 2626.9309
2632.9563, 2629.6296, 2633.4668, 2644.3328, 2612.0337, 2599.5908, 2615.6223, 2615.6223, 2639.0803, 2632.1548, 2617.5571, 2628.3992
2634.4307, 2631.1038, 2634.9438, 2645.8369, 2613.4536, 2600.9766, 2617.0459, 2617.0459, 2640.5679, 2633.6282, 2618.9954, 2629.8672
2635.9043, 2632.5771, 2636.4207, 2647.3406, 2614.873, 2602.3621, 2618.4688, 2618.4688, 2642.0549, 2635.1008, 2620.4331, 2631.3347
2637.3777, 2634.05, 2637.8967, 2648.8438, 2616.292, 2603.7468, 2619.8911, 2619.8911, 2643.5415, 2636.573, 2621.8706, 2632.8018
2638.8503, 2635.5227, 2639.3726, 2650.3467, 2617.7102, 2605.1309, 2621.3127, 2621.3127, 2645.0276, 2638.0447, 2623.3071, 2634.2683
2640.3228, 2636.9946, 2640.8479, 2651.8489, 2619.1279, 2606.5144, 2622.7341, 2622.7341, 2646.5132, 2639.5159, 2624.7434, 2635.7344
2641.7944, 2638.4661, 2642.3225, 2653.3508, 2620.5452, 2607.8975, 2624.1548, 2624.1548, 2647.9985, 2640.9868, 2626.1792, 2637.2
2643.2656, 2639.937, 2643.7969, 2654.8523, 2621.9617, 2609.2798, 2625.575, 2625.575, 2649.4832, 2642.457, 2627.6143, 2638.6648
2644.7366, 2641.4077, 2645.2708, 2656.353, 2623.3777, 2610.6616, 2626.9944, 2626.9944, 2650.9673, 2643.9268, 2629.0491, 2640.1294
2646.2068, 2642.8777, 2646.7439, 2657.8538, 2624.7932, 2612.0427, 2628.4136, 2628.4136, 2652.4509, 2645.396, 2630.4832, 2641.5935
2647.6768, 2644.3472, 2648.2168, 2659.3538, 2626.2083, 2613.4233, 2629.832, 2629.832, 2653.9343, 2646.8647, 2631.9167, 2643.0571
2649.146, 2645.8164, 2649.6892, 2660.8533, 2627.6226, 2614.8032, 2631.2498, 2631.2498, 2655.417, 2648.3333, 2633.3499, 2644.5203
2650.6147, 2647.2849, 2651.1611, 2662.3525, 2629.0364, 2616.1826, 2632.6672, 2632.6672, 2656.8994, 2649.801, 2634.7822, 2645.9827
2652.0833, 2648.7529, 2652.6323, 2663.8511, 2630.4497, 2617.5615, 2634.084, 2634.084, 2658.3811, 2651.2683, 2636.2144, 2647.4448
2653.551, 2650.2207, 2654.1033, 2665.3494, 2631.8623, 2618.9397, 2635.5002, 2635.5002, 2659.8625, 2652.7351, 2637.6458, 2648.9065
2655.0183, 2651.6877, 2655.5737, 2666.8472, 2633.2747, 2620.3174, 2636.916, 2636.916, 2661.3435, 2654.2014, 2639.0767, 2650.3674
2656.4854, 2653.1543, 2657.0437, 2668.3445, 2634.6863, 2621.6943, 2638.3311, 2638.3311, 2662.824, 2655.6672, 2640.5071, 2651.8281
2657.9517, 2654.6206, 2658.5132, 2669.8413, 2636.0972, 2623.0708, 2639.7456, 2639.7456, 2664.3037, 2657.1328, 2641.937, 2653.2883
2659.4175, 2656.0862, 2659.9819, 2671.3376, 2637.5078, 2624.4465, 2641.1597, 2641.1597, 2665.7832, 2658.5977, 2643.3665, 2654.7478
2660.8831, 2657.5513, 2661.4504, 2672.8337, 2638.9177, 2625.8218, 2642.5732, 2642.5732, 2667.2622, 2660.062, 2644.7952, 2656.207
2662.3479, 2659.0161, 2662.9185, 2674.3291, 2640.3271, 2627.1965, 2643.9861, 2643.9861, 2668.7407, 2661.5259, 2646.2236, 2657.6658
2663.8123, 2660.4802, 2664.386, 2675.8242, 2641.7358, 2628.5706, 2645.3984, 2645.3984, 2670.2188, 2662.9893, 2647.6514, 2659.1238
2665.2764, 2661.9438, 2665.853, 2677.3188, 2643.1443, 2629.9441, 2646.8103, 2646.8103, 2671.6963, 2664.4521, 2649.0786, 2660.5815
2666.7397, 2663.4072, 2667.3196, 2678.813, 2644.552, 2631.3169, 2648.2214, 2648.2214, 2673.1733, 2665.9148, 2650.5054, 2662.0386
2668.2026, 2664.8699, 2668.7856, 2680.3066, 2645.959, 2632.6892, 2649.6323, 2649.6323, 2674.6501, 2667.3767, 2651.9316, 2663.4954
2669.665, 2666.332, 2670.2512, 2681.8, 2647.3657, 2634.0608, 2651.0425, 2651.0425, 2676.1262, 2668.8381, 2653.3574, 2664.9514
2671.1272, 2667.7939, 2671.7163, 2683.2927, 2648.7717, 2635.4319, 2652.4519, 2652.4519, 2677.6018, 2670.2991, 2654.7825, 2666.4072
2672.5886, 2669.2551, 2673.1809, 2684.7852, 2650.1772, 2636.8025, 2653.8611, 2653.8611, 2679.0769, 2671.7595, 2656.207, 2667.8623
2674.0496, 2670.7158, 2674.645, 2686.2769, 2651.5823, 2638.1724, 2655.2695, 2655.2695, 2680.5518, 2673.2195, 2657.6313, 2669.3171
2675.51, 2672.1763, 2676.1086, 2687.7683, 2652.9866, 2639.5417, 2656.6775, 2656.6775, 2682.0259, 2674.679, 2659.0549, 2670.7712
2676.9702, 2673.636, 2677.5718, 2689.2593, 2654.3904, 2640.9104, 2658.0847, 2658.0847, 2683.4998, 2676.1382, 2660.4778, 2672.2251
2678.4297, 2675.0952, 2679.0344, 2690.75, 2655.7937, 2642.2786, 2659.4917, 2659.4917, 2684.9731, 2677.5967, 2661.9004, 2673.6782
2679.8887, 2676.5542, 2680.4966, 2692.24, 2657.1963, 2643.646, 2660.8979, 2660.8979, 2686.4458, 2679.0547, 2663.3225, 2675.1311
2681.3472, 2678.0125, 2681.9583, 2693.7295, 2658.5986, 2645.0129, 2662.3035, 2662.3035, 2687.9182, 2680.5122, 2664.7439, 2676.5833
2682.8054, 2679.4702, 2683.4197, 2695.2188, 2660.0002, 2646.3794, 2663.7087, 2663.7087, 2689.3901, 2681.9692, 2666.1648, 2678.0349
2684.2629, 2680.9277, 2684.8804, 2696.7075, 2661.4011, 2647.7451, 2665.1133, 2665.1133, 2690.8613, 2683.4258, 2667.5852, 2679.4863
2685.72, 2682.3845, 2686.3406, 2698.1958, 2662.8018, 2649.1101, 2666.5173, 2666.5173, 2692.3323, 2684.8818, 2669.0051, 2680.937
2687.1765, 2683.8408, 2687.8003, 2699.6836, 2664.2017, 2650.4749, 2667.9209, 2667.9209, 2693.8027, 2686.3374, 2670.4246, 2682.3872
2688.6326, 2685.2969, 2689.2595, 2701.1709, 2665.6011, 2651.8386, 2669.3237, 2669.3237, 2695.2727, 2687.7927, 2671.8435, 2683.8372
2690.0884, 2686.7522, 2690.7185, 2702.6577, 2666.9998, 2653.2021, 2670.7261, 2670.7261, 2696.7422, 2689.2473, 2673.2617, 2685.2864
2691.5435, 2688.207, 2692.1768, 2704.1443, 2668.3982, 2654.5649, 2672.1279, 2672.1279, 2698.2112, 2690.7014, 2674.6794, 2686.7351
2692.998, 2689.6616, 2693.6345, 2705.6301, 2669.7959, 2655.927, 2673.5293, 2673.5293, 2699.6797, 2692.155, 2676.0967, 2688.1833
2694.4521, 2691.1155, 2695.0918, 2707.1157, 2671.1929, 2657.2886, 2674.9299, 2674.9299, 2701.1479, 2693.6082, 2677.5134, 2689.6313
2695.9058, 2692.5688, 2696.5488, 2708.6008, 2672.5896, 2658.6497, 2676.3301, 2676.3301, 2702.6155, 2695.0608, 2678.9297, 2691.0786
2697.3591, 2694.022, 2698.0051, 2710.0854, 2673.9856, 2660.01, 2677.7297, 2677.7297, 2704.0825, 2696.5129, 2680.3455, 2692.5254
2698.8118, 2695.4744, 2699.4609, 2711.5696, 2675.3811, 2661.3699, 2679.1289, 2679.1289, 2705.5493, 2697.9646, 2681.7605, 2693.9717
2700.2639, 2696.9265, 2700.9165, 2713.0532, 2676.7761, 2662.729, 2680.5273, 2680.5273, 2707.0154, 2699.4158, 2683.1753, 2695.4177
2701.7156, 2698.3779, 2702.3713, 2714.5366, 2678.1704, 2664.0876, 2681.9253, 2681.9253, 2708.481, 2700.8665, 2684.5894, 2696.863
2703.1667, 2699.8289, 2703.8257, 2716.0195, 2679.5642, 2665.4458, 2683.3228, 2683.3228, 2709.9463, 2702.3169, 2686.0029, 2698.3079
2704.6174, 2701.2795, 2705.2798, 2717.5017, 2680.9575, 2666.8032, 2684.7195, 2684.7195, 2711.4111, 2703.7666, 2687.416, 2699.7522
2706.0676, 2702.7295, 2706.7332, 2718.9836, 2682.3501, 2668.1599, 2686.1157, 2686.1157, 2712.8752, 2705.2158, 2688.8284, 2701.196
2707.5173, 2704.179, 2708.1863, 2720.4651, 2683.7424, 2669.5161, 2687.5115, 2687.5115, 2714.3391, 2706.6646, 2690.2405, 2702.6394
2708.9668, 2705.6282, 2709.6387, 2721.946, 2685.134, 2670.8718, 2688.9067, 2688.9067, 2715.8025, 2708.1128, 2691.6519, 2704.0823
2710.4155, 2707.0767, 2711.0908, 2723.4268, 2686.5249, 2672.2271, 2690.3013, 2690.3013, 2717.2651, 2709.5605, 2693.063, 2705.5247
2711.8638, 2708.5247, 2712.5422, 2724.9067, 2687.9155, 2673.5813, 2691.6953, 2691.6953, 2718.7275, 2711.0078, 2694.4734, 2706.9666
2713.3115, 2709.9724, 2713.9934, 2726.3865, 2689.3054, 2674.9353, 2693.0889, 2693.0889, 2720.1895, 2712.4546, 2695.8833, 2708.408
2714.7588, 2711.4194, 2715.4438, 2727.8657, 2690.6948, 2676.2886, 2694.4817, 2694.4817, 2721.6509, 2713.9009, 2697.2925, 2709.8489
2716.2056, 2712.8662, 2716.894, 2729.3442, 2692.0837, 2677.6411, 2695.8743, 2695.8743, 2723.1118, 2715.3467, 2698.7014, 2711.2893
